Area,Item,Year,Crop_Yield,Rainfall,Pesticides,Temperature,Rainfall_Category,Temperature_Band,Pesticide_Category,Rainfall_Temp_Index,Pesticide_Efficiency,Log_Pesticides
Albania,Potatoes,1997,109874.0,1485.0,376.93,15.9,Moderate,Cool,Low,23611.5,290.7257957822877,5.934708993285509
Albania,Soybeans,1997,12768.0,1485.0,376.93,15.9,Moderate,Cool,Low,23611.5,33.784034080385254,5.934708993285509
Albania,Wheat,1997,28516.0,1485.0,376.93,15.9,Moderate,Cool,Low,23611.5,75.45312624030905,5.934708993285509
Albania,Maize,1998,33416.0,1485.0,439.89,16.27,Moderate,Cool,Low,24160.95,75.79214770124068,6.088795411226659
Albania,Potatoes,1998,127212.0,1485.0,439.89,16.27,Moderate,Cool,Low,24160.95,288.5345551044478,6.088795411226659
Albania,Soybeans,1998,14327.0,1485.0,439.89,16.27,Moderate,Cool,Low,24160.95,32.495633831567964,6.088795411226659
Albania,Wheat,1998,28037.0,1485.0,439.89,16.27,Moderate,Cool,Low,24160.95,63.591825625439455,6.088795411226659
Albania,Maize,1999,37455.0,1485.0,502.86,16.57,Moderate,Cool,Low,24606.45,74.336125114119,6.222298451706198
Albania,Potatoes,1999,142018.0,1485.0,502.86,16.57,Moderate,Cool,Low,24606.45,281.860040487437,6.222298451706198
Albania,Soybeans,1999,17143.0,1485.0,502.86,16.57,Moderate,Cool,Low,24606.45,34.023339816615724,6.222298451706198
Albania,Wheat,1999,24954.0,1485.0,502.86,16.57,Moderate,Cool,Low,24606.45,49.525661890207594,6.222298451706198
Albania,Maize,2000,38811.0,1485.0,565.82,16.67,Moderate,Cool,Low,24754.95,68.47147242510849,6.340041793009098
Albania,Potatoes,2000,141228.0,1485.0,565.82,16.67,Moderate,Cool,Low,24754.95,249.15846300412827,6.340041793009098
Albania,Soybeans,2000,15000.0,1485.0,565.82,16.67,Moderate,Cool,Low,24754.95,26.463427543135385,6.340041793009098
Albania,Wheat,2000,30455.0,1485.0,565.82,16.67,Moderate,Cool,Low,24754.95,53.729579055079206,6.340041793009098
Albania,Maize,2001,38135.0,1485.0,628.79,16.59,Moderate,Cool,Low,24636.15,60.55193000841551,6.445386430484341
Albania,Potatoes,2001,148818.0,1485.0,628.79,16.59,Moderate,Cool,Low,24636.15,236.29781355689994,6.445386430484341
Albania,Soybeans,2001,20000.0,1485.0,628.79,16.59,Moderate,Cool,Low,24636.15,31.75661728512679,6.445386430484341
Albania,Wheat,2001,28220.0,1485.0,628.79,16.59,Moderate,Cool,Low,24636.15,44.8085869893139,6.445386430484341
Albania,Maize,2002,39460.0,1485.0,691.75,16.47,Moderate,Cool,Low,24457.949999999997,56.96138578130639,6.540669183743088
Albania,Potatoes,2002,153868.0,1485.0,691.75,16.47,Moderate,Cool,Low,24457.949999999997,222.1118729700469,6.540669183743088
Albania,Soybeans,2002,20000.0,1485.0,691.75,16.47,Moderate,Cool,Low,24457.949999999997,28.870443883074703,6.540669183743088
Albania,Wheat,2002,31617.0,1485.0,691.75,16.47,Moderate,Cool,Low,24457.949999999997,45.63984121255864,6.540669183743088
Albania,Maize,2004,46197.0,1485.0,817.68,16.16,Moderate,Cool,Low,23997.6,56.42864122734158,6.7076932871112485
Albania,Potatoes,2004,149346.0,1485.0,817.68,16.16,Moderate,Cool,Low,23997.6,182.42292470806666,6.7076932871112485
Albania,Soybeans,2004,13333.0,1485.0,817.68,16.16,Moderate,Cool,Low,23997.6,16.285972541163826,6.7076932871112485
Albania,Wheat,2004,31130.0,1485.0,817.68,16.16,Moderate,Cool,Low,23997.6,38.02462500610739,6.7076932871112485
Albania,Maize,2005,45442.0,1485.0,880.64,15.67,Moderate,Cool,Low,23269.95,51.54257973776144,6.781783809420187
Albania,Potatoes,2005,167061.0,1485.0,880.64,15.67,Moderate,Cool,Low,23269.95,189.48890703688582,6.781783809420187
Albania,Soybeans,2005,17500.0,1485.0,880.64,15.67,Moderate,Cool,Low,23269.95,19.849371625606825,6.781783809420187
Albania,Wheat,2005,31582.0,1485.0,880.64,15.67,Moderate,Cool,Low,23269.95,35.82187741028084,6.781783809420187
Albania,Maize,2006,50111.0,1485.0,943.61,15.92,Moderate,Cool,Low,23641.2,53.049406633425434,6.850772143897617
Albania,Potatoes,2006,170745.0,1485.0,943.61,15.92,Moderate,Cool,Low,23641.2,180.75713786642106,6.850772143897617
Albania,Soybeans,2006,20000.0,1485.0,943.61,15.92,Moderate,Cool,Low,23641.2,21.172759128105778,6.850772143897617
Albania,Wheat,2006,30787.0,1485.0,943.61,15.92,Moderate,Cool,Low,23641.2,32.59228676384963,6.850772143897617
Albania,Maize,2007,46732.0,1485.0,1006.57,16.67,Moderate,Cool,Low,24754.95,46.380896612642296,6.9152967703154795
Albania,Potatoes,2007,188902.0,1485.0,1006.57,16.67,Moderate,Cool,Low,24754.95,187.48275554055797,6.9152967703154795
Albania,Soybeans,2007,20000.0,1485.0,1006.57,16.67,Moderate,Cool,Low,24754.95,19.84973748722173,6.9152967703154795
Albania,Wheat,2007,35496.0,1485.0,1006.57,16.67,Moderate,Cool,Low,24754.95,35.229314092321125,6.9152967703154795
Albania,Maize,2008,50000.0,1485.0,1069.54,16.71,Moderate,Cool,Low,24814.350000000002,46.7054010125731,6.975918473048611
Albania,Potatoes,2008,193878.0,1485.0,1069.54,16.71,Moderate,Cool,Low,24814.350000000002,181.10299475031294,6.975918473048611
Albania,Soybeans,2008,20000.0,1485.0,1069.54,16.71,Moderate,Cool,Low,24814.350000000002,18.682160405029236,6.975918473048611
Albania,Wheat,2008,40168.0,1485.0,1069.54,16.71,Moderate,Cool,Low,24814.350000000002,37.52125095746072,6.975918473048611
Albania,Maize,2009,55693.0,1485.0,1132.5,16.73,Moderate,Cool,Low,24844.05,49.13365681517424,7.033065469947584
Albania,Potatoes,2009,219780.0,1485.0,1132.5,16.73,Moderate,Cool,Low,24844.05,193.89501543890606,7.033065469947584
Albania,Soybeans,2009,16667.0,1485.0,1132.5,16.73,Moderate,Cool,Low,24844.05,14.704014115571239,7.033065469947584
Albania,Wheat,2009,40229.0,1485.0,1132.5,16.73,Moderate,Cool,Low,24844.05,35.49095721217468,7.033065469947584
Albania,Maize,2010,66790.0,1485.0,1311.17,16.52,Moderate,Cool,Low,24532.2,50.90041686671696,7.179437534280888
Albania,Potatoes,2010,230426.0,1485.0,1311.17,16.52,Moderate,Cool,Low,24532.2,175.60681923836088,7.179437534280888
Albania,Soybeans,2010,16667.0,1485.0,1311.17,16.52,Moderate,Cool,Low,24532.2,12.70186027725066,7.179437534280888
Albania,Wheat,2010,39905.0,1485.0,1311.17,16.52,Moderate,Cool,Low,24532.2,30.4114558327046,7.179437534280888
Albania,Maize,2011,59869.0,1485.0,1302.63,16.45,Moderate,Cool,Low,24428.25,45.924840637297386,7.1729079598928385
Albania,Potatoes,2011,230426.0,1485.0,1302.63,16.45,Moderate,Cool,Low,24428.25,176.75720871719736,7.1729079598928385
Albania,Soybeans,2011,18519.0,1485.0,1302.63,16.45,Moderate,Cool,Low,24428.25,14.205717880073333,7.1729079598928385
Albania,Wheat,2011,42301.0,1485.0,1302.63,16.45,Moderate,Cool,Low,24428.25,32.44862422619915,7.1729079598928385
Albania,Maize,2012,67290.0,1485.0,766.25,16.7,Moderate,Cool,Low,24799.5,87.702834799609,6.642812693499845
Albania,Potatoes,2012,230426.0,1485.0,766.25,16.7,Moderate,Cool,Low,24799.5,300.3271423916585,6.642812693499845
Albania,Soybeans,2012,13333.0,1485.0,766.25,16.7,Moderate,Cool,Low,24799.5,17.37764744216357,6.642812693499845
Albania,Wheat,2012,41096.0,1485.0,766.25,16.7,Moderate,Cool,Low,24799.5,53.562724014336915,6.642812693499845
Albania,Maize,2013,69533.0,1485.0,982.32,17.41,Moderate,Cool,Low,25853.85,70.71248423707439,6.890934601251794
Albania,Potatoes,2013,230426.0,1485.0,982.32,17.41,Moderate,Cool,Low,25853.85,234.33470284342837,6.890934601251794
Albania,Soybeans,2013,10000.0,1485.0,982.32,17.41,Moderate,Cool,Low,25853.85,10.169629418703982,6.890934601251794
Albania,Wheat,2013,41292.0,1485.0,982.32,17.41,Moderate,Cool,Low,25853.85,41.99243379571248,6.890934601251794
Algeria,Maize,1990,16500.0,89.0,1828.92,17.48,Very Low,Cool,Medium,1555.72,9.016787619130891,7.512027529032907
Algeria,Potatoes,1990,78936.0,89.0,1828.92,17.48,Very Low,Cool,Medium,1555.72,43.13631196992218,7.512027529032907
Algeria,"Rice, paddy",1990,28000.0,89.0,1828.92,17.48,Very Low,Cool,Medium,1555.72,15.301215353676662,7.512027529032907
Algeria,Sorghum,1990,16571.0,89.0,1828.92,17.48,Very Low,Cool,Medium,1555.72,9.055587129491999,7.512027529032907
Algeria,Wheat,1990,6315.0,89.0,1828.92,17.48,Very Low,Cool,Medium,1555.72,3.4509705342310046,7.512027529032907
Algeria,Maize,1991,19231.0,89.0,2461.8,16.26,Very Low,Cool,Medium,1447.14,7.808591846678577,7.809054193037055
Algeria,Potatoes,1991,90747.0,89.0,2461.8,16.26,Very Low,Cool,Medium,1447.14,36.847084619132694,7.809054193037055
Algeria,"Rice, paddy",1991,26786.0,89.0,2461.8,16.26,Very Low,Cool,Medium,1447.14,10.876238427805749,7.809054193037055
Algeria,Sorghum,1991,24231.0,89.0,2461.8,16.26,Very Low,Cool,Medium,1447.14,9.838801364300796,7.809054193037055
Algeria,Wheat,1991,10809.0,89.0,2461.8,16.26,Very Low,Cool,Medium,1447.14,4.3889069351957115,7.809054193037055
Algeria,Maize,1992,22828.0,89.0,1215.47,16.27,Very Low,Cool,Low,1448.03,18.765773097569195,7.103708501007039
Algeria,Potatoes,1992,107917.0,89.0,1215.47,16.27,Very Low,Cool,Low,1448.03,88.71324405862865,7.103708501007039
Algeria,"Rice, paddy",1992,24733.0,89.0,1215.47,16.27,Very Low,Cool,Low,1448.03,20.331779657533684,7.103708501007039
Algeria,Sorghum,1992,40000.0,89.0,1215.47,16.27,Very Low,Cool,Low,1448.03,32.882027505816005,7.103708501007039
Algeria,Wheat,1992,9939.0,89.0,1215.47,16.27,Very Low,Cool,Low,1448.03,8.170361784507632,7.103708501007039
Algeria,Maize,1993,12500.0,89.0,1021.89,17.0,Very Low,Cool,Low,1513.0,12.220277840236976,6.930387233288476
Algeria,Potatoes,1993,111215.0,89.0,1021.89,17.0,Very Low,Cool,Low,1513.0,108.72625600015643,6.930387233288476
Algeria,"Rice, paddy",1993,23111.0,89.0,1021.89,17.0,Very Low,Cool,Low,1513.0,22.59382729325734,6.930387233288476
Algeria,Sorghum,1993,50000.0,89.0,1021.89,17.0,Very Low,Cool,Low,1513.0,48.881111360947905,6.930387233288476
Algeria,Wheat,1993,8097.0,89.0,1021.89,17.0,Very Low,Cool,Low,1513.0,7.915807173791904,6.930387233288476
Algeria,Maize,1994,4512.0,89.0,1255.02,17.88,Very Low,Cool,Low,1591.32,3.5922994856769797,7.135703270468245
Algeria,Potatoes,1994,95078.0,89.0,1255.02,17.88,Very Low,Cool,Low,1591.32,75.69783920638207,7.135703270468245
Algeria,"Rice, paddy",1994,21374.0,89.0,1255.02,17.88,Very Low,Cool,Low,1591.32,17.017244948328848,7.135703270468245
Algeria,Wheat,1994,7999.0,89.0,1255.02,17.88,Very Low,Cool,Low,1591.32,6.368529163548351,7.135703270468245
Algeria,Maize,1995,16115.0,89.0,2697.09,17.36,Very Low,Cool,Medium,1545.04,5.972743681641457,7.900299394254329
Algeria,Potatoes,1995,136768.0,89.0,2697.09,17.36,Very Low,Cool,Medium,1545.04,50.69067377292826,7.900299394254329
Algeria,"Rice, paddy",1995,19598.0,89.0,2697.09,17.36,Very Low,Cool,Medium,1545.04,7.263656883202561,7.900299394254329
Algeria,Sorghum,1995,12667.0,89.0,2697.09,17.36,Very Low,Cool,Medium,1545.04,4.694802619630924,7.900299394254329
Algeria,Wheat,1995,8924.0,89.0,2697.09,17.36,Very Low,Cool,Medium,1545.04,3.3075249528370065,7.900299394254329
Algeria,Maize,1996,17154.0,89.0,479.77,16.76,Very Low,Cool,Low,1491.64,35.68026291157934,6.17538898526763
Algeria,Potatoes,1996,134629.0,89.0,479.77,16.76,Very Low,Cool,Low,1491.64,280.02787195540486,6.17538898526763
Algeria,"Rice, paddy",1996,17861.0,89.0,479.77,16.76,Very Low,Cool,Low,1491.64,37.15082055868711,6.17538898526763
Algeria,Sorghum,1996,14750.0,89.0,479.77,16.76,Very Low,Cool,Low,1491.64,30.679950912078542,6.17538898526763
Algeria,Wheat,1996,13090.0,89.0,479.77,16.76,Very Low,Cool,Low,1491.64,27.227156436549702,6.17538898526763
Algeria,Maize,1997,21417.0,89.0,401.22,17.84,Very Low,Cool,Low,1587.76,53.24697926507881,5.996999202606457
Algeria,Potatoes,1997,141042.0,89.0,401.22,17.84,Very Low,Cool,Low,1587.76,350.6588434190244,5.996999202606457
Algeria,"Rice, paddy",1997,15000.0,89.0,401.22,17.84,Very Low,Cool,Low,1587.76,37.29302371836308,5.996999202606457
Algeria,Sorghum,1997,40000.0,89.0,401.22,17.84,Very Low,Cool,Low,1587.76,99.44806324896823,5.996999202606457
Algeria,Wheat,1997,8016.0,89.0,401.22,17.84,Very Low,Cool,Low,1587.76,19.92939187509323,5.996999202606457
Algeria,Maize,1998,17222.0,89.0,322.84,17.14,Very Low,Cool,Low,1525.46,53.18058300395257,5.780249566659046
Algeria,Potatoes,1998,160256.0,89.0,322.84,17.14,Very Low,Cool,Low,1525.46,494.86166007905143,5.780249566659046
Algeria,"Rice, paddy",1998,15000.0,89.0,322.84,17.14,Very Low,Cool,Low,1525.46,46.31916996047431,5.780249566659046
Algeria,Sorghum,1998,24500.0,89.0,322.84,17.14,Very Low,Cool,Low,1525.46,75.6546442687747,5.780249566659046
Algeria,Wheat,1998,8847.0,89.0,322.84,17.14,Very Low,Cool,Low,1525.46,27.31904644268775,5.780249566659046
Algeria,Maize,1999,22375.0,89.0,654.45,17.97,Very Low,Cool,Low,1599.33,34.1368525440537,6.485322022643818
Algeria,Potatoes,1999,153532.0,89.0,654.45,17.97,Very Low,Cool,Low,1599.33,234.2390723930124,6.485322022643818
Algeria,"Rice, paddy",1999,13942.0,89.0,654.45,17.97,Very Low,Cool,Low,1599.33,21.270882599740634,6.485322022643818
Algeria,Sorghum,1999,27000.0,89.0,654.45,17.97,Very Low,Cool,Low,1599.33,41.193073460981005,6.485322022643818
Algeria,Wheat,1999,10711.0,89.0,654.45,17.97,Very Low,Cool,Low,1599.33,16.34144480890991,6.485322022643818
Algeria,Maize,2000,36186.0,89.0,603.67,17.9,Very Low,Cool,Low,1593.1,59.844212545686084,6.40468285467094
Algeria,Potatoes,2000,166143.0,89.0,603.67,17.9,Very Low,Cool,Low,1593.1,274.76640150826074,6.40468285467094
Algeria,"Rice, paddy",2000,13052.0,89.0,603.67,17.9,Very Low,Cool,Low,1593.1,21.585327534026828,6.40468285467094
Algeria,Sorghum,2000,69500.0,89.0,603.67,17.9,Very Low,Cool,Low,1593.1,114.93872690889246,6.40468285467094
Algeria,Wheat,2000,9194.0,89.0,603.67,17.9,Very Low,Cool,Low,1593.1,15.204987844609457,6.40468285467094
Algeria,Maize,2001,27175.0,89.0,710.11,18.13,Very Low,Cool,Low,1613.57,38.21490346078666,6.566827129510323
Algeria,Potatoes,2001,147018.0,89.0,710.11,18.13,Very Low,Cool,Low,1613.57,206.7443855381024,6.566827129510323
Algeria,"Rice, paddy",2001,12314.0,89.0,710.11,18.13,Very Low,Cool,Low,1613.57,17.316589557171184,6.566827129510323
Algeria,Sorghum,2001,27750.0,89.0,710.11,18.13,Very Low,Cool,Low,1613.57,39.02349847421637,6.566827129510323
Algeria,Wheat,2001,11104.0,89.0,710.11,18.13,Very Low,Cool,Low,1613.57,15.615024398475622,6.566827129510323
Algeria,Maize,2002,33480.0,89.0,816.55,17.85,Very Low,Cool,Low,1588.65,40.95162375389884,6.7063120629805955
Algeria,Potatoes,2002,183774.0,89.0,816.55,17.85,Very Low,Cool,Low,1588.65,224.78625160540642,6.7063120629805955
Algeria,"Rice, paddy",2002,12959.0,89.0,816.55,17.85,Very Low,Cool,Low,1588.65,15.851018286343344,6.7063120629805955
Algeria,Sorghum,2002,33900.0,89.0,816.55,17.85,Very Low,Cool,Low,1588.65,41.46535380099077,6.7063120629805955
Algeria,Wheat,2002,10739.0,89.0,816.55,17.85,Very Low,Cool,Low,1588.65,13.135588037428905,6.7063120629805955
Algeria,Maize,2004,31729.0,89.0,3747.86,17.38,Very Low,Cool,Medium,1546.82,8.463639613109052,8.229207072747089
Algeria,Potatoes,2004,203585.0,89.0,3747.86,17.38,Very Low,Cool,Medium,1546.82,54.30584230939539,8.229207072747089
Algeria,"Rice, paddy",2004,12829.0,89.0,3747.86,17.38,Very Low,Cool,Medium,1546.82,3.4221069871907726,8.229207072747089
Algeria,Sorghum,2004,43316.0,89.0,3747.86,17.38,Very Low,Cool,Medium,1546.82,11.554445884882337,8.229207072747089
Algeria,Wheat,2004,13582.0,89.0,3747.86,17.38,Very Low,Cool,Medium,1546.82,3.6229680489535485,8.229207072747089
Algeria,Maize,2005,33864.0,89.0,3662.87,17.19,Very Low,Cool,Medium,1529.91,9.242686012331223,8.206275244815233
Algeria,Potatoes,2005,216267.0,89.0,3662.87,17.19,Very Low,Cool,Medium,1529.91,59.02693054065783,8.206275244815233
Algeria,"Rice, paddy",2005,12998.0,89.0,3662.87,17.19,Very Low,Cool,Medium,1529.91,3.547614953587327,8.206275244815233
Algeria,Sorghum,2005,33486.0,89.0,3662.87,17.19,Very Low,Cool,Medium,1529.91,9.139516412973167,8.206275244815233
Algeria,Wheat,2005,15057.0,89.0,3662.87,17.19,Very Low,Cool,Medium,1529.91,4.109589041095891,8.206275244815233
Algeria,Maize,2006,65668.0,89.0,4110.72,18.13,Very Low,Cool,Medium,1613.57,15.970931872792894,8.321596711431328
Algeria,Potatoes,2006,220689.0,89.0,4110.72,18.13,Very Low,Cool,Medium,1613.57,53.6731586781201,8.321596711431328
Algeria,"Rice, paddy",2006,12769.0,89.0,4110.72,18.13,Very Low,Cool,Medium,1613.57,3.105513021314681,8.321596711431328
Algeria,Sorghum,2006,56728.0,89.0,4110.72,18.13,Very Low,Cool,Medium,1613.57,13.796659305594739,8.321596711431328
Algeria,Wheat,2006,15068.0,89.0,4110.72,18.13,Very Low,Cool,Medium,1613.57,3.664646425340247,8.321596711431328
Algeria,Maize,2007,85625.0,89.0,5390.79,17.42,Very Low,Cool,Medium,1550.38,15.880625914584952,8.592632705246167
Algeria,Potatoes,2007,189927.0,89.0,5390.79,17.42,Very Low,Cool,Medium,1550.38,35.22522205056206,8.592632705246167
Algeria,"Rice, paddy",2007,13375.0,89.0,5390.79,17.42,Very Low,Cool,Medium,1550.38,2.480623318044657,8.592632705246167
Algeria,Sorghum,2007,119059.0,89.0,5390.79,17.42,Very Low,Cool,Medium,1550.38,22.081535074622714,8.592632705246167
Algeria,Wheat,2007,12742.0,89.0,5390.79,17.42,Very Low,Cool,Medium,1550.38,2.363222603254207,8.592632705246167
Algeria,Maize,2008,44714.0,89.0,11556.12,17.55,Very Low,Cool,Medium,1561.95,3.868956971979178,9.355056976239005
Algeria,Potatoes,2008,230426.0,89.0,11556.12,17.55,Very Low,Cool,Medium,1561.95,19.938012238343116,9.355056976239005
Algeria,"Rice, paddy",2008,13952.0,89.0,11556.12,17.55,Very Low,Cool,Medium,1561.95,1.20722117620999,9.355056976239005
Algeria,Sorghum,2008,61786.0,89.0,11556.12,17.55,Very Low,Cool,Medium,1561.95,5.3461415992911725,9.355056976239005
Algeria,Wheat,2008,11038.0,89.0,11556.12,17.55,Very Low,Cool,Medium,1561.95,0.9550822350204895,9.355056976239005
Algeria,Maize,2009,30914.0,89.0,3867.99,17.78,Very Low,Cool,Medium,1582.42,7.990198992501919,8.260748770049977
Algeria,Potatoes,2009,230426.0,89.0,3867.99,17.78,Very Low,Cool,Medium,1582.42,59.55714540487311,8.260748770049977
Algeria,"Rice, paddy",2009,14594.0,89.0,3867.99,17.78,Very Low,Cool,Medium,1582.42,3.772043866745585,8.260748770049977
Algeria,Sorghum,2009,90465.0,89.0,3867.99,17.78,Very Low,Cool,Medium,1582.42,23.38207128992321,8.260748770049977
Algeria,Wheat,2009,15975.0,89.0,3867.99,17.78,Very Low,Cool,Medium,1582.42,4.128984567031706,8.260748770049977
Algeria,Maize,2010,25827.0,89.0,1295.88,17.59,Very Low,Cool,Low,1565.51,19.914718401085683,7.167716658833318
Algeria,Potatoes,2010,230426.0,89.0,1295.88,17.59,Very Low,Cool,Low,1565.51,177.67719449756336,7.167716658833318
Algeria,"Rice, paddy",2010,15305.0,89.0,1295.88,17.59,Very Low,Cool,Low,1565.51,11.80140028375794,7.167716658833318
Algeria,Sorghum,2010,30286.0,89.0,1295.88,17.59,Very Low,Cool,Low,1565.51,23.352970205416074,7.167716658833318
Algeria,Wheat,2010,14838.0,89.0,1295.88,17.59,Very Low,Cool,Low,1565.51,11.441305286533835,7.167716658833318
Algeria,Maize,2011,23374.0,89.0,13861.76,17.79,Very Low,Cool,Medium,1583.31,1.6861000262573975,9.536961387118446
Algeria,Potatoes,2011,230426.0,89.0,13861.76,17.79,Very Low,Cool,Medium,1583.31,16.62194252803915,9.536961387118446
Algeria,"Rice, paddy",2011,16081.0,89.0,13861.76,17.79,Very Low,Cool,Medium,1583.31,1.1600143117243609,9.536961387118446
Algeria,Sorghum,2011,100000.0,89.0,13861.76,17.79,Very Low,Cool,Medium,1583.31,7.213570746373738,9.536961387118446
Algeria,Wheat,2011,17405.0,89.0,13861.76,17.79,Very Low,Cool,Medium,1583.31,1.255521988406349,9.536961387118446
Algeria,Maize,2012,25583.0,89.0,17379.76,17.91,Very Low,Cool,High,1593.99,1.4719149220172192,9.7631191262868
Algeria,Potatoes,2012,230426.0,89.0,17379.76,17.91,Very Low,Cool,High,1593.99,13.257533042283537,9.7631191262868
Algeria,"Rice, paddy",2012,16667.0,89.0,17379.76,17.91,Very Low,Cool,High,1593.99,0.958933901624555,9.7631191262868
Algeria,Sorghum,2012,206000.0,89.0,17379.76,17.91,Very Low,Cool,High,1593.99,11.852185980359893,9.7631191262868
Algeria,Wheat,2012,17639.0,89.0,17379.76,17.91,Very Low,Cool,High,1593.99,1.0148578082891657,9.7631191262868
Algeria,Maize,2013,33649.0,89.0,17278.65,17.65,Very Low,Cool,High,1570.85,1.947319534828541,9.75728478752329
Algeria,Potatoes,2013,230426.0,89.0,17278.65,17.65,Very Low,Cool,High,1570.85,13.3351080606378,9.75728478752329
Algeria,"Rice, paddy",2013,17778.0,89.0,17278.65,17.65,Very Low,Cool,High,1570.85,1.028840283223329,9.75728478752329
Algeria,Sorghum,2013,60000.0,89.0,17278.65,17.65,Very Low,Cool,High,1570.85,3.472292552221833,9.75728478752329
Algeria,Wheat,2013,19100.0,89.0,17278.65,17.65,Very Low,Cool,High,1570.85,1.1053464624572835,9.75728478752329
